Order NO,Order Date,Month/Yr,Day of Week,Pie Flavor,Quantity,Cost,Slice Or Whole Pie,Pre-Order/In-Store Purchase,Organic?
11007,06-11-2019,01-11-2019,Wednesday,Other,5,12.5,Slice,In-Store,Yes
11008,06-11-2019,01-11-2019,Wednesday,Pumpkin,4,10,Slice,Pre-Order,Yes
11009,06-11-2019,01-11-2019,Wednesday,Other,3,7.5,Slice,Pre-Order,No
11010,06-11-2019,01-11-2019,Wednesday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
11011,06-11-2019,01-11-2019,Wednesday,Apple,5,100,Whole,In-Store,Yes
11012,06-11-2019,01-11-2019,Wednesday,Cherry,3,7.5,Slice,Pre-Order,No
11013,06-11-2019,01-11-2019,Wednesday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
11014,06-11-2019,01-11-2019,Wednesday,Cherry,3,60,Whole,In-Store,No
11015,06-11-2019,01-11-2019,Wednesday,Strawberry Rhubarb,5,100,Whole,Pre-Order,No
11016,06-11-2019,01-11-2019,Wednesday,Cherry,2,40,Whole,Pre-Order,No
11017,06-11-2019,01-11-2019,Wednesday,Cherry,1,20,Whole,Pre-Order,No
11018,06-11-2019,01-11-2019,Wednesday,Pumpkin,2,5,Slice,In-Store,Yes
11019,06-05-2020,01-05-2020,Wednesday,Apple,4,10,Slice,In-Store,No
11020,06-05-2020,01-05-2020,Wednesday,Apple,4,80,Whole,Pre-Order,No
11021,06-05-2020,01-05-2020,Wednesday,Apple,4,80,Whole,Pre-Order,No
11022,06-05-2020,01-05-2020,Wednesday,Apple,1,20,Whole,In-Store,Yes
11023,06-05-2020,01-05-2020,Wednesday,Apple,4,80,Whole,In-Store,Yes
11024,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,Pre-Order,No
11025,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,No
11026,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
11027,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,4,10,Slice,Pre-Order,No
11028,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,No
11029,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
11030,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,2,40,Whole,In-Store,Yes
11031,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
11032,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
11033,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
11034,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,1,2.5,Slice,In-Store,No
11035,06-05-2020,01-05-2020,Wednesday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
11036,10-12-2020,01-12-2020,Thursday,Pumpkin,3,7.5,Slice,In-Store,Yes
11037,10-12-2020,01-12-2020,Thursday,Apple,2,5,Slice,Pre-Order,No
11038,10-12-2020,01-12-2020,Thursday,Apple,2,40,Whole,Pre-Order,Yes
11039,10-12-2020,01-12-2020,Thursday,Other,1,2.5,Slice,Pre-Order,Yes
11040,10-12-2020,01-12-2020,Thursday,Fudge,5,100,Whole,Pre-Order,No
11041,10-12-2020,01-12-2020,Thursday,Cherry,5,12.5,Slice,Pre-Order,No
11042,06-05-2021,01-05-2021,Thursday,Cherry,4,80,Whole,Pre-Order,Yes
11043,06-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,2,5,Slice,Pre-Order,No
11044,06-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,4,10,Slice,In-Store,Yes
11045,06-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
11046,06-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
11047,06-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
11048,06-05-2021,01-05-2021,Thursday,Cherry,2,40,Whole,In-Store,Yes
11049,06-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
11050,06-05-2021,01-05-2021,Thursday,Cherry,1,20,Whole,Pre-Order,No
11051,06-05-2021,01-05-2021,Thursday,Strawberry Rhubarb,1,20,Whole,Pre-Order,No
11052,11-04-2020,01-04-2020,Saturday,Blueberry,5,100,Whole,Pre-Order,Yes
11053,11-04-2020,01-04-2020,Saturday,Apple,5,12.5,Slice,In-Store,No
11054,11-04-2020,01-04-2020,Saturday,Blueberry,2,5,Slice,Pre-Order,Yes
11055,11-04-2020,01-04-2020,Saturday,Blueberry,5,12.5,Slice,In-Store,Yes
11056,11-04-2020,01-04-2020,Saturday,Blueberry,4,80,Whole,In-Store,No
11057,11-04-2020,01-04-2020,Saturday,Blueberry,5,100,Whole,Pre-Order,Yes
11058,11-04-2020,01-04-2020,Saturday,Blueberry,3,60,Whole,In-Store,Yes
11059,11-04-2020,01-04-2020,Saturday,Apple,1,20,Whole,In-Store,Yes
11060,11-04-2020,01-04-2020,Saturday,Apple,2,5,Slice,Pre-Order,Yes
11061,11-04-2020,01-04-2020,Saturday,Blueberry,5,12.5,Slice,Pre-Order,No
11062,11-04-2020,01-04-2020,Saturday,Other,5,100,Whole,Pre-Order,No
11063,22-08-2020,01-08-2020,Saturday,Strawberry Rhubarb,4,80,Whole,In-Store,Yes
11064,22-08-2020,01-08-2020,Saturday,Strawberry Rhubarb,2,5,Slice,In-Store,No
11065,04-07-2019,01-07-2019,Thursday,Cherry,5,100,Whole,Pre-Order,Yes
11066,04-07-2019,01-07-2019,Thursday,Cherry,5,100,Whole,In-Store,No
11067,04-07-2019,01-07-2019,Thursday,Cherry,3,7.5,Slice,Pre-Order,Yes
11068,04-07-2019,01-07-2019,Thursday,Strawberry Rhubarb,4,10,Slice,Pre-Order,No
11069,04-07-2019,01-07-2019,Thursday,Cherry,4,80,Whole,In-Store,Yes
11070,04-07-2019,01-07-2019,Thursday,Strawberry Rhubarb,1,20,Whole,In-Store,No
11071,04-07-2019,01-07-2019,Thursday,Cherry,3,7.5,Slice,Pre-Order,No
11072,04-07-2019,01-07-2019,Thursday,Cherry,5,12.5,Slice,In-Store,Yes
11073,04-07-2019,01-07-2019,Thursday,Apple,1,2.5,Slice,In-Store,No
11074,04-07-2019,01-07-2019,Thursday,Cherry,4,80,Whole,Pre-Order,No
11075,04-07-2019,01-07-2019,Thursday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
11076,04-07-2019,01-07-2019,Thursday,Apple,2,5,Slice,In-Store,No
11077,04-07-2019,01-07-2019,Thursday,Apple,1,20,Whole,Pre-Order,No
11078,04-07-2019,01-07-2019,Thursday,Apple,2,40,Whole,In-Store,Yes
11079,04-07-2019,01-07-2019,Thursday,Apple,1,2.5,Slice,Pre-Order,Yes
11080,04-07-2019,01-07-2019,Thursday,Apple,1,20,Whole,Pre-Order,No
11081,14-03-2020,01-03-2020,Saturday,Pumpkin,5,12.5,Slice,In-Store,No
11082,20-03-2021,01-03-2021,Saturday,Pumpkin,5,100,Whole,Pre-Order,Yes
11083,20-03-2021,01-03-2021,Saturday,Pumpkin,2,40,Whole,In-Store,No
11084,20-03-2021,01-03-2021,Saturday,Pumpkin,4,10,Slice,In-Store,Yes
11085,20-03-2021,01-03-2021,Saturday,Pumpkin,2,5,Slice,Pre-Order,No
11086,20-03-2021,01-03-2021,Saturday,Pumpkin,5,12.5,Slice,In-Store,No
11087,20-03-2021,01-03-2021,Saturday,Pumpkin,2,40,Whole,Pre-Order,No
11088,13-11-2021,01-11-2021,Saturday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
11089,10-04-2021,01-04-2021,Saturday,Other,3,7.5,Slice,In-Store,No
11090,10-04-2021,01-04-2021,Saturday,Cherry,5,12.5,Slice,In-Store,No
11091,10-04-2021,01-04-2021,Saturday,Cherry,1,20,Whole,In-Store,No
11092,13-11-2021,01-11-2021,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
11093,13-11-2021,01-11-2021,Saturday,Blueberry,2,40,Whole,Pre-Order,Yes
11094,10-04-2021,01-04-2021,Saturday,Other,5,100,Whole,Pre-Order,No
11095,13-11-2021,01-11-2021,Saturday,Other,1,2.5,Slice,Pre-Order,Yes
11096,10-04-2021,01-04-2021,Saturday,Apple,3,7.5,Slice,In-Store,Yes
11097,18-04-2020,01-04-2020,Saturday,Other,1,2.5,Slice,Pre-Order,No
11098,20-11-2020,01-11-2020,Friday,Pumpkin,4,10,Slice,Pre-Order,Yes
11099,20-11-2020,01-11-2020,Friday,Pumpkin,3,7.5,Slice,Pre-Order,Yes
11100,18-04-2020,01-04-2020,Saturday,Cherry,1,20,Whole,In-Store,Yes
11101,20-11-2020,01-11-2020,Friday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
11102,18-04-2020,01-04-2020,Saturday,Cherry,3,7.5,Slice,In-Store,Yes
11103,20-11-2020,01-11-2020,Friday,Pumpkin,5,100,Whole,Pre-Order,Yes
11104,18-04-2020,01-04-2020,Saturday,Cherry,5,100,Whole,In-Store,Yes
11105,18-04-2020,01-04-2020,Saturday,Cherry,3,60,Whole,In-Store,Yes
11106,20-11-2020,01-11-2020,Friday,Pumpkin,3,60,Whole,Pre-Order,Yes
11107,18-04-2020,01-04-2020,Saturday,Cherry,3,60,Whole,In-Store,Yes
11108,18-04-2020,01-04-2020,Saturday,Cherry,3,60,Whole,In-Store,Yes
11109,18-04-2020,01-04-2020,Saturday,Cherry,1,20,Whole,Pre-Order,Yes
11110,11-03-2021,01-03-2021,Thursday,Apple,2,40,Whole,In-Store,Yes
11111,11-03-2021,01-03-2021,Thursday,Apple,1,2.5,Slice,In-Store,Yes
11112,14-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
11113,14-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
11114,14-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,3,60,Whole,In-Store,Yes
11115,14-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,5,12.5,Slice,In-Store,Yes
11116,14-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,3,60,Whole,Pre-Order,Yes
11117,14-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,5,12.5,Slice,Pre-Order,Yes
11118,14-03-2020,01-03-2020,Saturday,Strawberry Rhubarb,4,10,Slice,Pre-Order,Yes
11119,14-03-2020,01-03-2020,Saturday,Pumpkin,3,60,Whole,In-Store,Yes
11120,14-03-2020,01-03-2020,Saturday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
11121,14-03-2020,01-03-2020,Saturday,Pumpkin,1,2.5,Slice,In-Store,Yes
11122,14-03-2020,01-03-2020,Saturday,Pumpkin,5,100,Whole,In-Store,Yes
11123,14-03-2020,01-03-2020,Saturday,Pumpkin,1,2.5,Slice,In-Store,Yes
11124,14-03-2020,01-03-2020,Saturday,Pumpkin,2,40,Whole,In-Store,Yes
11125,14-03-2020,01-03-2020,Saturday,Pumpkin,3,7.5,Slice,Pre-Order,Yes
11126,14-03-2020,01-03-2020,Saturday,Pumpkin,2,40,Whole,Pre-Order,Yes
11127,14-03-2020,01-03-2020,Saturday,Pumpkin,4,80,Whole,Pre-Order,Yes
11128,14-03-2020,01-03-2020,Saturday,Pumpkin,1,20,Whole,In-Store,Yes
11129,14-03-2020,01-03-2020,Saturday,Pumpkin,3,60,Whole,Pre-Order,Yes
11130,22-03-2020,01-03-2020,Sunday,Apple,3,60,Whole,Pre-Order,Yes
11131,22-03-2020,01-03-2020,Sunday,Apple,2,40,Whole,In-Store,Yes
11132,22-03-2020,01-03-2020,Sunday,Apple,1,2.5,Slice,In-Store,Yes
11133,22-03-2020,01-03-2020,Sunday,Apple,5,12.5,Slice,Pre-Order,Yes
11134,22-03-2020,01-03-2020,Sunday,Apple,2,40,Whole,In-Store,Yes
11135,22-03-2020,01-03-2020,Sunday,Apple,2,40,Whole,Pre-Order,Yes
11136,22-03-2020,01-03-2020,Sunday,Apple,1,20,Whole,Pre-Order,Yes
11137,22-03-2020,01-03-2020,Sunday,Apple,5,12.5,Slice,In-Store,Yes
11138,22-03-2020,01-03-2020,Sunday,Apple,2,40,Whole,Pre-Order,Yes
11139,22-03-2020,01-03-2020,Sunday,Apple,5,100,Whole,In-Store,Yes
11140,23-07-2021,01-07-2021,Friday,Cherry,2,40,Whole,In-Store,Yes
11141,23-07-2021,01-07-2021,Friday,Cherry,2,40,Whole,Pre-Order,Yes
11142,23-07-2021,01-07-2021,Friday,Strawberry Rhubarb,3,7.5,Slice,In-Store,Yes
11143,23-07-2021,01-07-2021,Friday,Apple,1,2.5,Slice,In-Store,Yes
11144,23-07-2021,01-07-2021,Friday,Apple,4,80,Whole,In-Store,Yes
11145,23-07-2021,01-07-2021,Friday,Strawberry Rhubarb,5,100,Whole,In-Store,Yes
11146,23-07-2021,01-07-2021,Friday,Cherry,3,7.5,Slice,In-Store,Yes
11147,23-07-2021,01-07-2021,Friday,Apple,2,5,Slice,Pre-Order,Yes
11148,23-07-2021,01-07-2021,Friday,Apple,2,5,Slice,Pre-Order,Yes
11149,29-07-2021,01-07-2021,Thursday,Blueberry,1,2.5,Slice,Pre-Order,Yes
11150,29-07-2021,01-07-2021,Thursday,Apple,1,2.5,Slice,In-Store,Yes
11151,29-07-2021,01-07-2021,Thursday,Blueberry,2,40,Whole,In-Store,Yes
11152,29-07-2021,01-07-2021,Thursday,Strawberry Rhubarb,4,80,Whole,Pre-Order,Yes
11153,13-11-2020,01-11-2020,Friday,Apple,5,100,Whole,In-Store,Yes
11154,13-11-2020,01-11-2020,Friday,Cherry,5,12.5,Slice,In-Store,Yes
11155,13-11-2020,01-11-2020,Friday,Cherry,2,40,Whole,Pre-Order,Yes
11156,13-11-2020,01-11-2020,Friday,Cherry,5,12.5,Slice,Pre-Order,Yes
11157,13-11-2020,01-11-2020,Friday,Cherry,2,40,Whole,In-Store,Yes
11158,13-11-2020,01-11-2020,Friday,Apple,1,2.5,Slice,Pre-Order,Yes
11159,13-11-2020,01-11-2020,Friday,Apple,2,40,Whole,Pre-Order,Yes
11160,13-11-2020,01-11-2020,Friday,Apple,5,12.5,Slice,In-Store,Yes
11161,01-12-2020,01-12-2020,Tuesday,Pumpkin,4,80,Whole,Pre-Order,Yes
11162,01-12-2020,01-12-2020,Tuesday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
11163,01-12-2020,01-12-2020,Tuesday,Pumpkin,4,80,Whole,In-Store,Yes
11164,01-12-2020,01-12-2020,Tuesday,Pumpkin,4,80,Whole,Pre-Order,Yes
11165,01-12-2020,01-12-2020,Tuesday,Pumpkin,5,100,Whole,Pre-Order,Yes
11166,01-12-2020,01-12-2020,Tuesday,Pumpkin,2,40,Whole,Pre-Order,Yes
11167,01-12-2020,01-12-2020,Tuesday,Pumpkin,4,80,Whole,Pre-Order,Yes
11168,01-12-2020,01-12-2020,Tuesday,Pumpkin,5,100,Whole,In-Store,Yes
11169,01-12-2020,01-12-2020,Tuesday,Fudge,2,5,Slice,Pre-Order,No
11170,01-12-2020,01-12-2020,Tuesday,Fudge,1,2.5,Slice,In-Store,No
11171,01-12-2020,01-12-2020,Tuesday,Fudge,5,12.5,Slice,Pre-Order,Yes
11172,08-10-2021,01-10-2021,Friday,Apple,2,40,Whole,In-Store,No
11173,08-10-2021,01-10-2021,Friday,Strawberry Rhubarb,1,20,Whole,Pre-Order,Yes
11174,08-10-2021,01-10-2021,Friday,Apple,3,7.5,Slice,In-Store,Yes
11175,08-10-2021,01-10-2021,Friday,Other,5,100,Whole,In-Store,Yes
11176,08-10-2021,01-10-2021,Friday,Cherry,4,10,Slice,Pre-Order,Yes
11177,08-10-2021,01-10-2021,Friday,Other,2,5,Slice,Pre-Order,Yes
11178,28-08-2019,01-08-2019,Wednesday,Apple,2,5,Slice,In-Store,No
11179,28-08-2019,01-08-2019,Wednesday,Apple,4,10,Slice,In-Store,Yes
11180,28-08-2019,01-08-2019,Wednesday,Apple,2,5,Slice,Pre-Order,No
11181,28-08-2019,01-08-2019,Wednesday,Apple,4,80,Whole,In-Store,No
11182,28-08-2019,01-08-2019,Wednesday,Apple,5,100,Whole,In-Store,No
11183,28-08-2019,01-08-2019,Wednesday,Apple,5,12.5,Slice,Pre-Order,Yes
11184,05-05-2020,01-05-2020,Tuesday,Pumpkin,3,7.5,Slice,Pre-Order,Yes
11185,05-05-2020,01-05-2020,Tuesday,Pumpkin,4,10,Slice,In-Store,Yes
11186,05-05-2020,01-05-2020,Tuesday,Pumpkin,5,100,Whole,In-Store,Yes
11187,05-05-2020,01-05-2020,Tuesday,Pumpkin,2,5,Slice,In-Store,Yes
11188,05-05-2020,01-05-2020,Tuesday,Pumpkin,4,10,Slice,In-Store,No
11189,05-05-2020,01-05-2020,Tuesday,Pumpkin,1,2.5,Slice,In-Store,No
11190,05-05-2020,01-05-2020,Tuesday,Pumpkin,1,20,Whole,Pre-Order,No
11191,23-04-2021,01-04-2021,Friday,Apple,2,40,Whole,In-Store,Yes
11192,23-04-2021,01-04-2021,Friday,Apple,4,80,Whole,Pre-Order,Yes
11193,23-11-2021,01-11-2021,Tuesday,Pumpkin,2,40,Whole,Pre-Order,Yes
11194,23-04-2021,01-04-2021,Friday,Cherry,5,100,Whole,In-Store,No
11195,23-04-2021,01-04-2021,Friday,Apple,1,20,Whole,Pre-Order,No
11196,23-04-2021,01-04-2021,Friday,Cherry,3,7.5,Slice,In-Store,No
11197,23-04-2021,01-04-2021,Friday,Cherry,1,2.5,Slice,In-Store,No
11198,23-04-2021,01-04-2021,Friday,Apple,1,20,Whole,Pre-Order,Yes
11199,28-01-2020,01-01-2020,Tuesday,Pumpkin,1,2.5,Slice,Pre-Order,No
11200,28-01-2020,01-01-2020,Tuesday,Pumpkin,1,20,Whole,Pre-Order,Yes
11201,28-01-2020,01-01-2020,Tuesday,Pumpkin,3,60,Whole,Pre-Order,No
11202,28-01-2020,01-01-2020,Tuesday,Pumpkin,5,12.5,Slice,Pre-Order,Yes
11203,28-01-2020,01-01-2020,Tuesday,Pumpkin,4,80,Whole,Pre-Order,No
11204,28-01-2020,01-01-2020,Tuesday,Pumpkin,1,20,Whole,Pre-Order,Yes
11205,28-01-2020,01-01-2020,Tuesday,Pumpkin,1,2.5,Slice,Pre-Order,No
11206,28-01-2020,01-01-2020,Tuesday,Pumpkin,3,7.5,Slice,In-Store,No
11207,28-01-2020,01-01-2020,Tuesday,Pumpkin,2,40,Whole,Pre-Order,Yes
11208,28-01-2020,01-01-2020,Tuesday,Pumpkin,3,60,Whole,In-Store,Yes
11209,28-01-2020,01-01-2020,Tuesday,Pumpkin,2,5,Slice,Pre-Order,Yes
11210,28-01-2020,01-01-2020,Tuesday,Pumpkin,5,100,Whole,In-Store,Yes
11211,28-01-2020,01-01-2020,Tuesday,Fudge,1,20,Whole,In-Store,Yes
11212,28-01-2020,01-01-2020,Tuesday,Fudge,2,40,Whole,Pre-Order,Yes
11213,28-01-2020,01-01-2020,Tuesday,Fudge,3,7.5,Slice,In-Store,Yes
11214,28-01-2020,01-01-2020,Tuesday,Fudge,4,10,Slice,Pre-Order,Yes
11215,22-04-2020,01-04-2020,Wednesday,Pumpkin,5,12.5,Slice,In-Store,No
11216,17-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,3,7.5,Slice,Pre-Order,Yes
11217,17-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,3,60,Whole,Pre-Order,No
11218,17-06-2021,01-06-2021,Thursday,Apple,1,20,Whole,Pre-Order,No
11219,17-06-2021,01-06-2021,Thursday,Apple,1,2.5,Slice,In-Store,No
11220,17-06-2021,01-06-2021,Thursday,Apple,1,2.5,Slice,In-Store,Yes
11221,17-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
11222,17-06-2021,01-06-2021,Thursday,Apple,1,2.5,Slice,In-Store,No
11223,17-06-2021,01-06-2021,Thursday,Apple,3,60,Whole,In-Store,No
11224,17-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,2,40,Whole,In-Store,No
11225,17-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,3,60,Whole,Pre-Order,No
11226,17-06-2021,01-06-2021,Thursday,Strawberry Rhubarb,2,5,Slice,In-Store,Yes
11227,17-06-2021,01-06-2021,Thursday,Apple,2,5,Slice,In-Store,Yes
11228,17-06-2021,01-06-2021,Thursday,Apple,3,7.5,Slice,In-Store,No
11229,27-12-2019,01-12-2019,Friday,Cherry,2,5,Slice,Pre-Order,Yes
11230,27-12-2019,01-12-2019,Friday,Cherry,1,2.5,Slice,Pre-Order,No
11231,27-12-2019,01-12-2019,Friday,Cherry,4,10,Slice,In-Store,No
11232,27-12-2019,01-12-2019,Friday,Pumpkin,1,20,Whole,In-Store,No
11233,27-12-2019,01-12-2019,Friday,Cherry,3,60,Whole,Pre-Order,Yes
11234,27-12-2019,01-12-2019,Friday,Pumpkin,2,5,Slice,In-Store,Yes
11235,27-12-2019,01-12-2019,Friday,Cherry,1,20,Whole,In-Store,Yes
11236,27-12-2019,01-12-2019,Friday,Cherry,1,20,Whole,In-Store,Yes
11237,27-12-2019,01-12-2019,Friday,Apple,4,80,Whole,In-Store,No
11238,27-12-2019,01-12-2019,Friday,Cherry,4,10,Slice,In-Store,No
11239,27-12-2019,01-12-2019,Friday,Apple,3,60,Whole,Pre-Order,Yes
11240,01-04-2020,01-04-2020,Wednesday,Pumpkin,3,60,Whole,Pre-Order,No
11241,01-04-2020,01-04-2020,Wednesday,Pumpkin,2,5,Slice,In-Store,No
11242,01-04-2020,01-04-2020,Wednesday,Pumpkin,1,20,Whole,Pre-Order,No
11243,01-04-2020,01-04-2020,Wednesday,Pumpkin,5,100,Whole,In-Store,Yes
11244,01-04-2020,01-04-2020,Wednesday,Pumpkin,5,100,Whole,Pre-Order,No
11245,01-04-2020,01-04-2020,Wednesday,Pumpkin,2,5,Slice,In-Store,Yes
11246,01-04-2020,01-04-2020,Wednesday,Pumpkin,2,5,Slice,In-Store,Yes
11247,01-04-2020,01-04-2020,Wednesday,Fudge,4,10,Slice,In-Store,No
11248,01-04-2020,01-04-2020,Wednesday,Fudge,4,80,Whole,In-Store,Yes
11249,01-04-2020,01-04-2020,Wednesday,Fudge,3,60,Whole,Pre-Order,No
11250,01-04-2020,01-04-2020,Wednesday,Fudge,2,40,Whole,In-Store,Yes
11251,01-04-2020,01-04-2020,Wednesday,Apple,4,10,Slice,In-Store,No
11252,01-04-2020,01-04-2020,Wednesday,Apple,1,20,Whole,In-Store,Yes
11253,01-04-2020,01-04-2020,Wednesday,Fudge,4,80,Whole,Pre-Order,Yes
11254,01-04-2020,01-04-2020,Wednesday,Fudge,3,60,Whole,Pre-Order,No
11255,01-04-2020,01-04-2020,Wednesday,Fudge,1,2.5,Slice,Pre-Order,No
11256,01-04-2020,01-04-2020,Wednesday,Fudge,2,40,Whole,Pre-Order,No
11257,01-04-2020,01-04-2020,Wednesday,Fudge,5,12.5,Slice,Pre-Order,Yes
11258,07-04-2021,01-04-2021,Wednesday,Fudge,5,12.5,Slice,In-Store,Yes
11259,10-06-2021,01-06-2021,Thursday,Pumpkin,1,2.5,Slice,Pre-Order,Yes
11260,10-06-2021,01-06-2021,Thursday,Pumpkin,4,80,Whole,Pre-Order,No
11261,10-06-2021,01-06-2021,Thursday,Pumpkin,4,10,Slice,Pre-Order,Yes
11262,10-06-2021,01-06-2021,Thursday,Pumpkin,3,60,Whole,In-Store,Yes
11263,03-12-2020,01-12-2020,Thursday,Pumpkin,5,12.5,Slice,Pre-Order,No
11264,03-12-2020,01-12-2020,Thursday,Pumpkin,1,20,Whole,Pre-Order,No
11265,03-12-2020,01-12-2020,Thursday,Pumpkin,1,2.5,Slice,Pre-Order,No
11266,03-12-2020,01-12-2020,Thursday,Pumpkin,1,2.5,Slice,In-Store,No
11267,03-12-2020,01-12-2020,Thursday,Pumpkin,4,10,Slice,Pre-Order,Yes
11268,03-12-2020,01-12-2020,Thursday,Pumpkin,1,20,Whole,In-Store,Yes
11269,03-12-2020,01-12-2020,Thursday,Pumpkin,5,12.5,Slice,In-Store,No
11270,13-02-2021,01-02-2021,Saturday,Strawberry Rhubarb,3,60,Whole,In-Store,No
11271,13-02-2021,01-02-2021,Saturday,Blueberry,1,2.5,Slice,In-Store,Yes
11272,13-02-2021,01-02-2021,Saturday,Apple,1,2.5,Slice,Pre-Order,Yes
11273,13-02-2021,01-02-2021,Saturday,Blueberry,2,40,Whole,Pre-Order,Yes
11274,13-02-2021,01-02-2021,Saturday,Blueberry,4,10,Slice,Pre-Order,Yes
11275,09-10-2021,01-10-2021,Saturday,Blueberry,2,5,Slice,Pre-Order,Yes
11276,09-10-2021,01-10-2021,Saturday,Apple,5,100,Whole,In-Store,Yes
11277,09-10-2021,01-10-2021,Saturday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
11278,09-10-2021,01-10-2021,Saturday,Blueberry,3,7.5,Slice,Pre-Order,Yes
11279,09-10-2021,01-10-2021,Saturday,Apple,4,10,Slice,In-Store,Yes
11280,09-10-2021,01-10-2021,Saturday,Blueberry,3,7.5,Slice,In-Store,Yes
11281,09-10-2021,01-10-2021,Saturday,Blueberry,5,12.5,Slice,In-Store,Yes
11282,09-10-2021,01-10-2021,Saturday,Apple,4,80,Whole,In-Store,Yes
11283,09-10-2021,01-10-2021,Saturday,Apple,4,10,Slice,Pre-Order,Yes
11284,09-10-2021,01-10-2021,Saturday,Pumpkin,3,60,Whole,In-Store,Yes
11285,09-10-2021,01-10-2021,Saturday,Apple,2,5,Slice,In-Store,Yes
11286,09-10-2021,01-10-2021,Saturday,Apple,4,80,Whole,In-Store,Yes
11287,09-10-2021,01-10-2021,Saturday,Blueberry,1,20,Whole,Pre-Order,Yes
11288,09-10-2021,01-10-2021,Saturday,Other,1,2.5,Slice,In-Store,Yes
11289,17-07-2019,01-07-2019,Wednesday,Apple,1,20,Whole,In-Store,Yes
11290,17-07-2019,01-07-2019,Wednesday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
11291,17-07-2019,01-07-2019,Wednesday,Blueberry,4,80,Whole,In-Store,Yes
11292,17-07-2019,01-07-2019,Wednesday,Apple,2,5,Slice,In-Store,Yes
11293,17-07-2019,01-07-2019,Wednesday,Blueberry,1,2.5,Slice,In-Store,Yes
11294,17-07-2019,01-07-2019,Wednesday,Blueberry,2,40,Whole,In-Store,Yes
11295,17-07-2019,01-07-2019,Wednesday,Blueberry,5,12.5,Slice,In-Store,Yes
11296,17-07-2019,01-07-2019,Wednesday,Blueberry,5,12.5,Slice,Pre-Order,Yes
11297,17-07-2019,01-07-2019,Wednesday,Blueberry,5,100,Whole,Pre-Order,Yes
11298,17-07-2019,01-07-2019,Wednesday,Apple,3,7.5,Slice,Pre-Order,Yes
11299,17-07-2019,01-07-2019,Wednesday,Apple,4,80,Whole,In-Store,Yes
11300,17-07-2019,01-07-2019,Wednesday,Blueberry,5,12.5,Slice,In-Store,Yes
11301,17-07-2019,01-07-2019,Wednesday,Other,3,60,Whole,Pre-Order,Yes
11302,17-07-2019,01-07-2019,Wednesday,Strawberry Rhubarb,1,20,Whole,In-Store,Yes
11303,17-07-2019,01-07-2019,Wednesday,Strawberry Rhubarb,2,40,Whole,Pre-Order,Yes
11304,12-09-2020,01-09-2020,Saturday,Strawberry Rhubarb,1,2.5,Slice,Pre-Order,Yes
